0 Tile  2 x  2 with Silver Hufflepuff Crest on Bright Light Orange Pattern
3 179 -1.04 0 8.64 -2.68 0 8.64 -.36 0 8.28
4 179 .48 0 8.12 -.36 0 8.28 -2.68 0 8.64 .24 0 7.4
3 179 -.36 0 8.28 .48 0 8.12 .52 0 8.24
4 179 .84 0 5.4 .8 0 5.6 .04 0 6.28 -2.08 0 4.88
4 179 -1.68 0 3.64 -1.84 0 2.92 1.4 0 3.96 1 0 4.8
4 179 .8 0 5.6 1.2 0 5.6 1.16 0 6.4 .04 0 6.28
3 179 .64 0 6.84 .04 0 6.28 1.16 0 6.4
4 179 5.56 0 3.36 6.28 0 3.56 5.12 0 3.6 5.12 0 3.56
4 179 2.24 0 2.8 1.84 0 3.28 1.6 0 .96 2.36 0 2.08
4 179 3 0 -3.44 3.36 0 -2.92 2.56 0 -2 1.68 0 -2.28
3 179 2.24 0 2.8 2.36 0 2.08 2.92 0 2.32
4 179 1.44 0 .32 1.2 0 -.4 1.64 0 -1.28 3.72 0 .28
4 179 2.36 0 -5 2.64 0 -4.16 .44 0 -4.8 1.12 0 -5.36
4 179 2.08 0 -7.32 1.68 0 -8.16 2.2 0 -8 2.64 0 -7.56
4 179 8.36 0 -3.88 5.44 0 -4.2 6.16 0 -5.04 8.56 0 -4.56
4 179 10.2 0 -10.24 7.72 0 -11.36 10.44 0 -11.76 11.12 0 -11
4 179 6.48 0 -13.68 6.2 0 -13.16 4 0 -12.64 6.04 0 -15.8
4 179 10.04 0 -7.6 6.56 0 -8.2 10.4 0 -9.36 10.52 0 -8.72
4 179 6.36 0 -8.92 10.2 0 -10.16 10.4 0 -9.36 6.56 0 -8.2
4 179 6.52 0 -6.68 10 0 -6.36 9.84 0 -5.56 8.56 0 -4.56
4 179 12.24 0 -2.68 13.56 0 -3.44 13.6 0 -2.4 13.04 0 -2
4 179 9.2 0 -4.04 9 0 -3.8 8.56 0 -4.56 9.6 0 -4.84
3 179 8.56 0 -4.56 9.84 0 -5.56 9.6 0 -4.84
4 179 7.12 0 -11.92 7.48 0 -11.52 6.08 0 -11.8 6.24 0 -11.96
4 179 9.28 0 -13.8 7.4 0 -12.2 7.76 0 -14.32 8.92 0 -14.84
4 179 10.04 0 -7.6 10.52 0 -8.72 10.64 0 -7.84 10.64 0 -7.2
3 179 10.56 0 -7.04 10.04 0 -7.6 10.64 0 -7.2
4 179 8.92 0 -14.84 7.76 0 -14.32 7.84 0 -14.64 8.04 0 -15.12
4 179 12.2 0 -11.96 11.88 0 -11.72 11.64 0 -11.76 11.56 0 -12.44
4 179 13.84 0 -10.84 13.04 0 -9.48 12.64 0 -10.64 13.8 0 -11.44
4 179 12.32 0 -8.32 12.04 0 -7.92 11.56 0 -8.28 11.32 0 -8.88
4 179 14.16 0 -9.08 13.24 0 -8.64 13.04 0 -9.48 13.84 0 -10.84
3 179 11.76 0 -7.44 11.56 0 -8.28 12.04 0 -7.92
4 179 14.36 0 -7.6 13.4 0 -6.44 13.36 0 -7.92 14.16 0 -9.08
4 179 14.32 0 -5.4 13.2 0 -4.92 13.32 0 -5.6 14.4 0 -6.32
4 179 12.12 0 -3.56 13.04 0 -4.56 13.56 0 -3.44 12.24 0 -2.68
3 179 11.68 0 -2.44 12.12 0 -3.56 12.24 0 -2.68
4 179 11.96 0 -2 13.04 0 -2 12.48 0 -1.44 11.6 0 -1.28
4 179 11.6 0 -1.28 12.48 0 -1.44 12.16 0 -.96 11.16 0 -.56
4 179 9.12 0 1.48 9.84 0 .96 9.68 0 2.04 9 0 2.48
4 179 6.52 0 2.92 7.76 0 3.12 6.68 0 3.68 6.28 0 3.56
4 179 5.88 0 4.04 6.28 0 4.6 5.52 0 4.96 5.04 0 4.52
4 179 5.04 0 4.52 5.52 0 4.96 5 0 5.32 4.28 0 5.16
3 179 6.28 0 3.56 5.56 0 3.36 6.52 0 2.92
4 179 6.68 0 3.68 7.12 0 4.32 6.28 0 4.6 5.88 0 4.04
4 179 4.28 0 5.16 5 0 5.32 4.44 0 5.92 3.84 0 5.72
4 179 3.44 0 6.4 4.12 0 6.4 3.8 0 7.04 3.4 0 7.04
3 179 3.4 0 7.04 3.2 0 6.96 3.44 0 6.4
3 179 4.12 0 6.4 3.44 0 6.4 3.6 0 6.08
4 179 7.84 0 4.16 7.76 0 3.12 8.56 0 3.28 9.24 0 3.6
3 179 7.84 0 4.16 9.24 0 3.6 9.52 0 4
3 179 9 0 2.48 7.92 0 2.2 9.12 0 1.48
3 179 13.04 0 -2 11.96 0 -2 12.24 0 -2.68
3 179 13.6 0 -2.4 13.56 0 -3.44 14.16 0 -2.68
4 179 13.8 0 -3.84 13.56 0 -3.44 13.04 0 -4.56 14.08 0 -4.48
4 179 13.04 0 -4.56 12.12 0 -3.56 12.36 0 -4.44 13 0 -4.6
4 179 12.36 0 -6.56 13.08 0 -7 13.08 0 -5.48 12.48 0 -5.68
4 179 11.96 0 -9.44 12.04 0 -9.88 12.4 0 -10.12 12.8 0 -8.8
4 179 14.12 0 -13.6 14.16 0 -12.08 13.88 0 -11.8 13.44 0 -13.56
3 179 15.72 0 -12.04 15.24 0 -12.16 15.64 0 -12.48
3 179 14.56 0 -12.2 15.12 0 -13.24 15.44 0 -12.88
3 179 14.16 0 -12.08 14.12 0 -13.6 14.56 0 -12.2
4 179 12.92 0 -14.76 12.68 0 -14.32 11.88 0 -15.28 12.32 0 -15.56
4 179 13 0 -13.4 13.44 0 -13.56 13.88 0 -11.8 12.52 0 -13.08
4 179 11.12 0 -11 11.56 0 -10.32 10.56 0 -10 10.28 0 -10.2
4 179 12.68 0 -14.32 11.32 0 -14.56 11.52 0 -14.92 11.88 0 -15.28
4 179 13.36 0 -15.12 12.84 0 -15.76 13.48 0 -15.76 14.08 0 -15.44
3 179 14.08 0 -15.44 13.48 0 -15.76 14.08 0 -15.48
4 179 12.84 0 -15.76 13.36 0 -15.12 12.92 0 -14.76 12.32 0 -15.56
4 179 11.32 0 -14.56 12.68 0 -14.32 12.56 0 -14 11.6 0 -13.64
4 179 11.16 0 -14.12 11.32 0 -14.56 11.6 0 -13.64 11.08 0 -13.44
3 179 11.12 0 -13.24 11.08 0 -13.44 11.6 0 -13.64
4 179 11.64 0 -13.56 11.6 0 -13.64 12.56 0 -14 12.52 0 -13.08
4 179 11.56 0 -12.44 11.64 0 -13.56 12.52 0 -13.08 12.2 0 -11.96
4 179 12.2 0 -11.96 13.88 0 -11.8 13.8 0 -11.44 12.64 0 -10.64
4 179 11.04 0 -9.36 11.56 0 -10.32 11.96 0 -9.44 11.32 0 -8.88
3 179 11.68 0 -11.48 11.64 0 -11.76 11.88 0 -11.72
3 179 13.88 0 -11.8 12.2 0 -11.96 12.52 0 -13.08
4 179 12.36 0 -8.28 12.8 0 -8.8 12.96 0 -8 12.28 0 -7.36
3 179 13.36 0 -7.92 13.24 0 -8.64 14.16 0 -9.08
4 179 12.28 0 -7.36 12.96 0 -8 13.08 0 -7 12.36 0 -6.56
4 179 12.48 0 -5.12 13.08 0 -5.48 13 0 -4.6 12.36 0 -4.44
4 179 13.2 0 -4.92 14.32 0 -5.4 14.08 0 -4.48 13.04 0 -4.56
3 179 12.48 0 -5.12 12.48 0 -5.68 13.08 0 -5.48
4 179 12.8 0 -8.8 12.36 0 -8.28 12.32 0 -8.32 11.96 0 -9.44
4 179 12.12 0 -10.48 12.2 0 -10.56 12.4 0 -10.12 12.04 0 -9.88
3 179 12.32 0 -8.32 11.32 0 -8.88 11.96 0 -9.44
3 179 11.04 0 -9.36 10.56 0 -10 11.56 0 -10.32
3 179 10.28 0 -10.2 10.2 0 -10.24 11.12 0 -11
4 179 9.8 0 -12.72 10.44 0 -11.76 7.72 0 -11.36 7.4 0 -12.2
4 179 8.8 0 -15.48 8.92 0 -14.84 8.04 0 -15.12 8.4 0 -15.64
3 179 8.8 0 -15.48 8.4 0 -15.64 8.76 0 -15.96
3 179 4.48 0 -11 4.16 0 -11.04 4.44 0 -11.32
4 179 -2.36 0 -12.92 -2.84 0 -13.72 -2.16 0 -14.04 -1.24 0 -12.92
4 179 -1.24 0 -12.92 -2.16 0 -14.04 -1.92 0 -14.28 -.08 0 -13.48
4 179 1.48 0 -12.84 .92 0 -13.44 4 0 -12.64 2.24 0 -12.2
4 179 .64 0 -13.6 1.08 0 -18.12 1.68 0 -18.16 2.4 0 -18.08
4 179 5.36 0 -16.92 4.44 0 -17.08 4.76 0 -17.56 5 0 -17.76
4 179 4.28 0 -16.6 4.44 0 -17.08 5.36 0 -16.92 5.68 0 -16.32
3 179 .64 0 -13.6 2.4 0 -18.08 3.08 0 -17.84
4 179 -2.68 0 -15.44 -2.96 0 -14.56 -3.44 0 -14.8 -3.48 0 -15.32
4 179 -1.52 0 -17.64 -1.68 0 -18.08 -1.16 0 -18 -1.24 0 -17.12
3 179 -1.24 0 -17.12 -1.16 0 -18 .08 0 -18
4 179 -2.24 0 -16.8 -2.52 0 -16.08 -2.92 0 -16.56 -3.04 0 -16.96
4 179 -1.96 0 -15.64 -2.52 0 -16.08 -2.24 0 -16.8 -.96 0 -16.72
3 179 -3.44 0 -14.8 -3.96 0 -15.32 -3.48 0 -15.32
3 179 -2.24 0 -14.36 -2.96 0 -14.56 -2.68 0 -15.44
3 179 .16 0 -13.6 -1.96 0 -15.64 -.96 0 -16.72
4 179 -3.12 0 -13.2 -3.56 0 -13.6 -2.84 0 -13.72 -2.8 0 -13.04
4 179 -2.68 0 -8.24 -5.76 0 -9.88 -5.08 0 -10.4 -2.64 0 -9.4
3 179 -2.36 0 -12.92 -2.8 0 -13.04 -2.84 0 -13.72
3 179 -1.24 0 -12.92 -.08 0 -13.48 -.68 0 -13.08
4 179 -2.6 0 -6.88 -3.12 0 -6.68 -2.68 0 -8.2 -2.16 0 -7.84
4 179 3.96 0 -17.08 4.28 0 -16.6 .92 0 -13.44 .64 0 -13.6
3 179 2.48 0 -11.92 2.24 0 -12.2 4 0 -12.64
4 179 3.6 0 -11.04 2.64 0 -10.96 2.64 0 -11.56 4 0 -12.64
4 179 4.96 0 -10.84 6.08 0 -11.8 6.04 0 -9.76 4.92 0 -10.32
4 179 -1.4 0 -12.2 -.96 0 -12 -1.2 0 -9.68 -2.48 0 -12.16
4 179 6.2 0 -7.2 6.16 0 -7.2 5.64 0 -7.88 6.16 0 -8.52
4 179 -.16 0 -10.64 -.24 0 -10.28 -.6 0 -9.92 -1.2 0 -9.68
4 179 2.88 0 -4.48 2.28 0 -6.76 2.92 0 -7.16 5.12 0 -5.12
3 179 6.68 0 -2.24 5.36 0 -3.92 7.68 0 -2.92
3 179 2.2 0 -8 1.68 0 -8.16 1.72 0 -8.24
4 179 2.08 0 -7.32 2.64 0 -7.56 2.92 0 -7.16 2.28 0 -6.76
4 179 -.52 0 -4.12 .44 0 -4.8 1.68 0 -2.28 -.08 0 -3.04
4 179 5.36 0 -3.92 3.64 0 -2.8 3.28 0 -3.44 3.08 0 -3.92
4 179 3.68 0 -2.64 3.64 0 -2.8 5.36 0 -3.92 5.44 0 -1.24
3 179 5.44 0 -1.24 5.36 0 -3.92 6.68 0 -2.24
4 179 3.68 0 -2.64 5.44 0 -1.24 4.92 0 -.8 2.56 0 -2
3 179 2.36 0 -5 1.12 0 -5.36 1.4 0 -5.68
3 179 2.36 0 -5 1.4 0 -5.68 1.96 0 -6.32
4 179 -2.08 0 -.56 -1.28 0 0 -3.16 0 1.24 -3.68 0 1
4 179 -1.52 0 -1.84 -1.6 0 -3 -.36 0 -2.32 -.64 0 -1.32
3 179 -.08 0 -3.04 -.52 0 -3.36 -.52 0 -4.12
4 179 3.72 0 .28 2.2 0 -1.64 2.56 0 -2 4.92 0 -.8
3 179 2.56 0 -2 3.36 0 -2.92 3.68 0 -2.64
3 179 3.72 0 .28 1.64 0 -1.28 2.2 0 -1.64
3 179 1.2 0 -.4 .96 0 -.96 1.64 0 -1.28
4 179 1.44 0 .32 3.72 0 .28 3.24 0 .8 1.6 0 .96
3 179 2.6 0 1.6 1.6 0 .96 3.24 0 .8
3 179 2.36 0 2.08 1.6 0 .96 2.6 0 1.6
3 179 -2.16 0 4.08 -2.4 0 3.08 -1.68 0 3.64
4 179 -2.8 0 2 -2.48 0 2.48 -3.6 0 2.08 -3.24 0 1.56
4 179 -1.52 0 -1.84 -.64 0 -1.32 -1.48 0 -1.2 -2.4 0 -1.68
4 179 -.36 0 -2.32 .6 0 -1.8 0 0 -1.52 -.64 0 -1.32
4 179 -4.24 0 -4.08 -2.92 0 -3.32 -4.2 0 -2.6 -4.88 0 -3.92
4 179 -5.28 0 -2.32 -5.92 0 -3.36 -5.48 0 -3.64 -4.2 0 -2.6
4 179 -2.28 0 -4.2 -2.44 0 -3.72 -2.92 0 -3.32 -3.12 0 -4.12
4 179 -3.68 0 -6.32 -4.44 0 -5.64 -7.56 0 -8.44 -5.76 0 -9.88
3 179 -2.92 0 -3.32 -4.24 0 -4.08 -3.12 0 -4.12
4 179 -6.12 0 -1.96 -7.28 0 -3.24 -6.8 0 -3.48 -5.92 0 -3.36
3 179 -5.92 0 -3.36 -6.8 0 -3.48 -6.32 0 -3.8
3 179 -5.92 0 -3.36 -6.32 0 -3.8 -6 0 -4.08
4 179 -9 0 -3.44 -8.48 0 -3.2 -9.24 0 -1.64 -9.76 0 -1.64
4 179 -9.76 0 -1.64 -10.32 0 -4.24 -9.84 0 -4 -9 0 -3.44
4 179 -11.52 0 -4.88 -10.88 0 -4.96 -10.64 0 -4.48 -11.8 0 -4.4
4 179 -12.4 0 -4.56 -13.16 0 -4.04 -13.08 0 -4.56 -12.84 0 -5.28
3 179 -11.92 0 -4.04 -11.8 0 -4.4 -10.64 0 -4.48
3 179 -12.4 0 -4.56 -12.84 0 -5.28 -12.76 0 -5.36
4 179 -13.16 0 -4.04 -12.4 0 -4.56 -11.92 0 -4.04 -13.12 0 -3
4 179 -14.76 0 -2.04 -14.32 0 -2 -15.2 0 -.92 -15.48 0 -1.4
4 179 -14.12 0 -3.92 -14.68 0 -3.48 -14.64 0 -3.96 -14.44 0 -4.48
3 179 -14.32 0 -2 -13.28 0 -3.08 -13.12 0 -3
3 179 -15.48 0 -1.4 -15.28 0 -2.24 -14.76 0 -2.04
4 179 -14.8 0 -.4 -15.2 0 -.92 -14.32 0 -2 -14.2 0 .08
4 179 -13.76 0 .36 -14.2 0 .08 -14.32 0 -2 -13.32 0 .56
3 179 -12.28 0 .76 -12.52 0 .68 -9.76 0 -1.64
3 179 -11.96 0 .96 -12.28 0 .76 -9.76 0 -1.64
4 179 -11.28 0 1.48 -11.96 0 .96 -9.76 0 -1.64 -9.4 0 -1.44
4 179 -9.4 0 -1.44 -10.08 0 1.84 -10.84 0 1.68 -11.28 0 1.48
4 179 -8.28 0 -1.48 -8.48 0 -3.2 -7.72 0 -3.16 -7 0 -1.36
4 179 -3.6 0 2.08 -4.88 0 4.2 -5.6 0 3.96 -6.28 0 3.64
4 179 -7.16 0 4.04 -6.96 0 3.56 -6.68 0 3.84 -6.76 0 5.16
4 179 -1.28 0 0 -.72 0 -.92 -.04 0 -.6 .44 0 -.28
4 179 -2.12 0 5.12 -2.68 0 8.64 -5.04 0 7.4 -2.24 0 4.96
4 179 -5.04 0 7.4 -5.6 0 7.08 -5.72 0 5.08 -4.68 0 4.4
3 179 -6.2 0 4.6 -6.16 0 4.16 -5.4 0 4.28
3 179 -6.16 0 5.32 -6.2 0 4.6 -5.72 0 5.08
4 179 -5.04 0 7.4 -4.68 0 4.4 -4.4 0 4.28 -2.24 0 4.96
3 179 -2.36 0 9.2 -4.28 0 9.08 -4.68 0 8.44
3 179 -3.92 0 9.96 -4.08 0 9.44 -2.36 0 9.2
4 179 -3.28 0 10.68 -1.76 0 9.8 -1.28 0 10.04 -1.76 0 12.56
3 179 -3.76 0 11 -3.8 0 10.6 -3.28 0 10.68
3 179 -3.28 0 10.68 -2.36 0 9.2 -1.76 0 9.8
4 179 .04 0 15.6 -.16 0 15.4 .76 0 15.36 .44 0 15.8
4 179 -2.64 0 15.64 -2.28 0 16.24 -2.92 0 16.24 -2.92 0 15.48
4 179 -3.12 0 15.24 -3.76 0 15.72 -4 0 15.2 -4.04 0 14.52
4 179 -1.04 0 15.72 -1.76 0 16.08 -1.52 0 15.36 -1 0 14.84
4 179 -.6 0 15.36 -1.04 0 15.72 -1 0 14.84 -.24 0 14.88
4 179 6.2 0 15.08 5.6 0 15.56 4.76 0 14.8 5.4 0 13.84
4 179 .48 0 14.48 1.12 0 14.68 .76 0 15.36 -.24 0 14.88
4 179 3.92 0 15.4 4.28 0 16.32 3.52 0 16.6 2.96 0 15.4
3 179 2.6 0 16.84 2 0 16.16 2.04 0 16.12
4 179 1.08 0 16.32 1.6 0 16.96 .88 0 16.96 .52 0 16.32
4 179 .52 0 16.32 .88 0 16.96 -.08 0 16.8 -.6 0 16.16
4 179 -.6 0 16.16 -.08 0 16.8 -1 0 16.6 -.96 0 16.2
3 179 -1 0 16.6 -1.2 0 16.32 -.96 0 16.2
4 179 -3.28 0 14.32 -3.28 0 14.92 -4.04 0 14.52 -3.96 0 14.12
4 179 -.24 0 14.88 -1 0 14.84 -.8 0 14.4 .12 0 14.16
4 179 .44 0 12.6 -.36 0 11.76 .08 0 11.84 .68 0 11.96
4 179 -3.28 0 14.32 -3.96 0 14.12 -3.72 0 13.6 -3.12 0 14
4 179 -1.4 0 14.52 -1.64 0 14.52 -1.92 0 14.24 -1.92 0 13.96
4 179 -2.8 0 13.68 -3.72 0 13.6 -3.16 0 13.04 -2.64 0 12.8
4 179 -1.4 0 14.52 -1.92 0 13.96 -1.8 0 13.68 -1.44 0 13.4
4 179 -1.56 0 12.64 -1.68 0 13.32 -2.2 0 13.4 -2.64 0 12.8
4 179 -.8 0 14.4 -1.4 0 14.52 -1.44 0 13.4 .04 0 13.32
4 179 -1.44 0 13.4 -1.68 0 13.32 -1.56 0 12.64 .04 0 13.32
3 179 -2.8 0 13.68 -2.64 0 12.8 -2.2 0 13.4
3 179 -3.12 0 14 -3.72 0 13.6 -2.8 0 13.68
3 179 -3.12 0 15.24 -4.04 0 14.52 -3.28 0 14.92
3 179 -3.76 0 15.72 -3.12 0 15.24 -2.92 0 15.48
3 179 -2.28 0 16.24 -2.64 0 15.64 -2.08 0 15.64
3 179 2.04 0 16.12 2.24 0 15.56 2.96 0 15.4
3 179 3.92 0 15.4 2.96 0 15.4 3.84 0 14.98
4 179 4.32 0 15.2 5.12 0 15.88 4.28 0 16.32 3.92 0 15.4
4 179 8.28 0 13.16 7.72 0 13.52 7.24 0 12.16 8.24 0 11.68
3 179 8.28 0 13.16 8.24 0 11.68 9 0 12.8
4 179 7.52 0 11.4 6.72 0 10.4 7.4 0 10.24 7.96 0 11.52
4 179 5.92 0 10.4 4.72 0 11.4 4.36 0 11 5.56 0 9.92
3 179 4.72 0 11.4 4.48 0 11.24 4.36 0 11
4 179 1.44 0 9 3.92 0 10.4 3.6 0 10.68 2.28 0 11
3 179 4.36 0 10.48 4.4 0 10.16 5.6 0 9.64
3 179 3.92 0 10.4 1.44 0 9 4.4 0 10.16
3 179 4.4 0 10.16 4.68 0 7.84 5.6 0 9.64
4 179 1.4 0 9.04 1.44 0 9 2.28 0 11 1.28 0 10.88
3 179 3.36 0 11.2 2.28 0 11 3.6 0 10.68
3 179 .84 0 10.96 1.4 0 9.04 1.28 0 10.88
3 179 .4 0 11.16 -.88 0 10.16 .84 0 10.96
3 179 .04 0 11.4 -.88 0 10.16 .4 0 11.16
4 179 .04 0 13.32 -1.56 0 12.64 -.36 0 11.76 .44 0 12.6
3 179 .44 0 12.6 .68 0 11.96 1 0 12.08
4 179 .12 0 14.16 -.8 0 14.4 .04 0 13.32 .4 0 13.44
4 179 .72 0 13.68 .72 0 13.92 .48 0 14.08 .4 0 13.44
4 179 1.48 0 15.52 1.64 0 16.04 .88 0 15.92 .76 0 15.36
3 179 .12 0 14.16 .4 0 13.44 .48 0 14.08
3 179 -.16 0 15.4 -.24 0 14.88 .76 0 15.36
3 179 -.24 0 14.88 .12 0 14.16 .48 0 14.48
4 179 1.4 0 13.24 1.68 0 12.92 1.64 0 13.8 1.44 0 13.6
4 179 1.36 0 14.72 1.68 0 14.8 1.52 0 14.96 1.12 0 15.16
4 179 1.12 0 14.68 1.36 0 14.72 1.12 0 15.16 .76 0 15.36
3 179 .88 0 15.92 .44 0 15.8 .76 0 15.36
3 179 1.64 0 16.04 1.48 0 15.52 1.64 0 15.56
4 179 -4.52 0 13.24 -4.32 0 14 -4.92 0 13.68 -5.16 0 13
4 179 -5.16 0 13 -4.92 0 13.68 -5.56 0 13.44 -6 0 12.84
3 179 -5.56 0 13.44 -6.28 0 13.24 -6 0 12.84
4 179 -5.16 0 13 -6 0 12.84 -5.6 0 12.4 -4.96 0 12.68
4 179 -4.96 0 12.48 -4.96 0 12.68 -5.6 0 12.4 -5.52 0 11.56
4 179 -5.96 0 10.64 -6.24 0 11.28 -6.48 0 10.68 -6.32 0 9.52
4 179 -6.32 0 9.52 -6.48 0 10.68 -6.92 0 9.44 -6.56 0 8.96
4 179 -6.72 0 7.88 -6.68 0 8.16 -6.92 0 8.16 -7.24 0 7.6
3 179 -6.76 0 5.16 -7.24 0 5.08 -7.16 0 4.04
4 179 -7.56 0 7.48 -7.24 0 7.6 -7.6 0 8.36 -8.28 0 7.48
3 179 -5.52 0 11.56 -6.24 0 11.28 -5.96 0 10.64
4 179 2.96 0 13.72 2.2 0 13.92 2.52 0 12.76 3.16 0 12.92
4 179 2.04 0 12.76 2.52 0 12.76 2.2 0 13.92 1.68 0 12.92
4 179 1.92 0 13.92 1.64 0 13.8 1.68 0 12.92 2.2 0 13.92
4 179 -1.84 0 2.92 1 0 .24 1.6 0 .96 1.84 0 3.28
3 179 -2.08 0 4.88 -2.16 0 4.08 -1.68 0 3.64
3 179 1.4 0 3.96 -1.84 0 2.92 1.84 0 3.28
3 179 -1.84 0 2.92 -2.2 0 2.16 1 0 .24
3 179 -4.2 0 -2.6 -5.48 0 -3.64 -4.88 0 -3.92
4 179 -6.28 0 3.64 -6.76 0 3.32 -3.68 0 1 -3.6 0 2.08
4 179 -3 0 -1 -2.08 0 -.56 -3.68 0 1 -3.92 0 -1.32
3 179 -3.6 0 2.08 -3.68 0 1 -3.24 0 1.56
4 179 -4.4 0 4.28 -4.88 0 4.2 -3.6 0 2.08 -2.96 0 2.96
4 179 -4.4 0 4.28 -2.96 0 2.96 -2.64 0 3.64 -2.24 0 4.96
4 179 -1.52 0 -.4 -1.48 0 -1.2 -.72 0 -.92 -1.28 0 0
4 179 -1.48 0 -1.2 -1.52 0 -.4 -2.04 0 -.88 -2.4 0 -1.68
4 179 -2.8 0 -1.32 -3.08 0 -1.44 -3 0 -1.52 -2.4 0 -1.68
4 179 -3.76 0 -2.24 -3.08 0 -2.16 -3.36 0 -1.8 -3.72 0 -1.56
3 179 -2.04 0 -.88 -2.8 0 -1.32 -2.4 0 -1.68
4 179 -3.04 0 -2.6 -2.92 0 -3.32 -2.32 0 -3.24 -2.44 0 -2.44
3 179 -1.52 0 -1.84 -1.96 0 -2.2 -1.6 0 -3
4 179 -2.44 0 -2.44 -2.32 0 -3.24 -1.6 0 -3 -1.96 0 -2.2
3 179 -3.04 0 -2.6 -4.2 0 -2.6 -2.92 0 -3.32
4 179 -3.92 0 -1.32 -5.48 0 -.32 -5.28 0 -2 -4.52 0 -2.16
3 179 -6.12 0 -1.96 -5.92 0 -3.36 -5.28 0 -2.32
4 179 -3.68 0 1 -6.76 0 3.32 -5.48 0 -.32 -3.92 0 -1.32
4 179 -7 0 -1.36 -7.72 0 -3.16 -7.28 0 -3.24 -6.12 0 -1.96
4 179 -6.12 0 -.96 -6.12 0 -1.96 -5.28 0 -2 -5.48 0 -.32
4 179 -4.52 0 -2.16 -3.76 0 -2.24 -3.72 0 -1.56 -3.92 0 -1.32
3 179 -3.36 0 -1.8 -3.08 0 -2.16 -2.76 0 -2.08
3 179 -2.68 0 1.6 -3.16 0 1.24 -1.28 0 0
3 179 -2.2 0 2.16 -2.68 0 1.6 -1.28 0 0
3 179 -6.12 0 -.96 -6.56 0 -1.2 -6.12 0 -1.96
4 179 -8.24 0 -1.08 -7.44 0 -.4 -9.16 0 1.76 -8.76 0 -1.2
3 179 -6.56 0 -1.2 -7 0 -1.36 -6.12 0 -1.96
3 179 -8.28 0 -1.48 -9.24 0 -1.64 -8.48 0 -3.2
4 179 -9.16 0 1.76 -10.08 0 1.84 -9.4 0 -1.44 -8.76 0 -1.2
3 179 -8.48 0 1.88 -9.16 0 1.76 -7.44 0 -.4
4 179 -7.44 0 -.4 -6.08 0 -.32 -8.04 0 2.08 -8.48 0 1.88
4 179 -6.88 0 -.64 -7.08 0 -.92 -6.76 0 -.8 -6.6 0 -.72
3 179 -7.24 0 -.52 -7.08 0 -.92 -6.88 0 -.64
4 179 -5.48 0 -.32 -6.76 0 3.32 -8.04 0 2.08 -6.08 0 -.32
4 179 -7.44 0 -.4 -8.24 0 -1.08 -7.08 0 -.92 -7.24 0 -.52
4 179 5.2 0 -4.32 5.36 0 -3.92 3.08 0 -3.92 2.88 0 -4.48
4 179 5.2 0 -6.44 5.12 0 -5.12 2.92 0 -7.16 5.16 0 -7.08
4 179 6.16 0 -5.04 5.44 0 -4.2 5.44 0 -5.28 6.12 0 -5.32
4 179 5.56 0 -6.52 5.6 0 -7.2 5.88 0 -6.64 6 0 -6.2
4 179 5.44 0 -5.28 5.56 0 -6.52 6 0 -6.2 6.12 0 -5.32
4 179 6.6 0 -7.6 10.04 0 -7.6 10 0 -6.36 6.52 0 -6.68
3 179 8.56 0 -4.56 6.16 0 -5.04 6.28 0 -5.28
3 179 8.56 0 -4.56 6.28 0 -5.28 6.52 0 -6.68
3 179 10.04 0 -7.6 6.6 0 -7.6 6.56 0 -8.2
4 179 6.16 0 -8.52 4.8 0 -8.36 4.52 0 -9.2 6.04 0 -9.76
4 179 6.72 0 -13.92 6.52 0 -15.24 7.2 0 -14.68 6.76 0 -13.84
4 179 7.72 0 -11.36 6.36 0 -8.92 6.04 0 -9.76 7.48 0 -11.52
4 179 4.56 0 -9.6 4.44 0 -10.48 4.92 0 -10.32 6.04 0 -9.76
3 179 5.64 0 -7.88 5.24 0 -8.16 6.16 0 -8.52
4 179 5.04 0 -7.68 2.92 0 -7.16 2.88 0 -7.88 4.8 0 -8.36
3 179 5.24 0 -8.16 4.8 0 -8.36 6.16 0 -8.52
4 179 4.52 0 -9.2 4.8 0 -8.36 2.88 0 -7.88 4.36 0 -9.4
3 179 5.16 0 -7.08 2.92 0 -7.16 5.04 0 -7.68
3 179 5.2 0 -4.32 2.88 0 -4.48 5.12 0 -5.12
3 179 8.36 0 -3.88 5.36 0 -3.92 5.44 0 -4.2
4 179 -8.44 0 -5.44 -7.88 0 -5.72 -7.72 0 -4.96 -8.2 0 -5.08
4 179 -7.44 0 -6.16 -7.8 0 -7.2 -4.44 0 -5.64 -4.88 0 -5.32
4 179 -3.68 0 -6.32 -5.76 0 -9.88 -2.68 0 -8.2 -3.12 0 -6.68
4 179 -2.12 0 -6.88 -2.16 0 -7.84 -1.6 0 -7.24 -1.44 0 -6.68
4 179 -1.72 0 -8.2 -2.12 0 -9.08 -1.6 0 -8.68 -1.12 0 -8.08
3 179 -2.12 0 -6.88 -2.6 0 -6.88 -2.16 0 -7.84
4 179 -4.36 0 -10.68 -4.08 0 -11.76 -3.16 0 -12 -2.64 0 -9.4
4 179 -2.12 0 -9.08 -1.72 0 -8.2 -2.68 0 -8.24 -2.64 0 -9.4
4 179 -.16 0 -10.64 -1.2 0 -9.68 -.4 0 -11.44 -.24 0 -11.08
3 179 -1.2 0 -9.68 -.96 0 -12 -.4 0 -11.44
